place,canonical,n_colonies,n_mentions,first_year,last_year,global_role,has_geo_cue
halley_bay,Halley Bay,3,6,1959,1965,local,True
fiji_currency_commissioners,Fiji Currency Commissioners,2,6,1960,1966,local,False
cunard_eagle_airways,Cunard Eagle Airways,2,6,1962,1963,local,False
cape_of_good_hope_notice,Cape of Good Hope Notice,3,6,1962,1966,local,True
graham_land_peninsula,Graham Land Peninsula,1,6,1963,1964,local,True
child_hygiene,Child Hygiene,1,6,1963,1966,local,False
national_roll,National Roll,1,6,1966,1966,local,False
port_morant,Port Morant,2,5,1867,1946,local,True
the_lagos,The Lagos,3,5,1867,1906,local,False
the_straits,The Straits,2,5,1867,1888,trading_partner,True
sherboro,Sherboro,3,5,1867,1911,local,True
agricultural_class,Agricultural Class,1,5,1877,1883,local,False
not_classified,Not Classified,1,5,1877,1883,local,False
fort_garry,Fort Garry,1,5,1877,1883,local,True
exportation,Exportation,1,5,1877,1883,local,True
importation,Importation,1,5,1877,1883,local,True
river_hong_kong,River. Hong Kong,1,5,1877,1883,local,True
malta_great_harbour,Malta Great Harbour,1,5,1877,1886,local,True
river_pass,River Pass,1,5,1877,1883,local,True
robben_island,Robben Island,1,5,1877,1883,local,True
tasmanian,Tasmanian,1,5,1877,1917,local,False
west_australia,West Australia,1,5,1877,1899,local,True
new_scotland,New Scotland,3,5,1878,1883,local,False
marico,Marico,3,5,1878,1883,local,True
bay_in,Bay. In,4,5,1878,1966,local,True
coote,Coote,1,5,1879,1890,local,False
channel_islands,Channel Islands,5,5,1880,1950,local,True
sandy_island,Sandy Island,2,5,1883,1890,local,True
st_johns,St. Johns,2,5,1883,1908,local,True
the_military,The Military,3,5,1886,1925,local,False
st_kilda,St. Kilda,2,5,1886,1917,local,True
regina,Regina,2,5,1888,1922,local,False
macauley,Macauley,2,5,1888,1912,local,False
williams_district,Williams District,2,5,1888,1907,local,True
at_sharks_bay,At Sharks Bay,1,5,1888,1898,local,True
the_goshenites,The Goshenites,1,5,1889,1894,local,False
walsh_bay,Walsh Bay,1,5,1889,1905,local,True
the_windward,The Windward,2,5,1889,1900,local,False
emigrant_tamboekieland,Emigrant Tamboekieland,1,5,1890,1907,local,False
suwarrow_island,Suwarrow Island,3,5,1890,1919,local,True
risely_griffith,Risely Griffith,3,5,1890,1948,local,False
maurice_power,Maurice Power,2,5,1890,1898,local,False
blackwood_river,Blackwood River,1,5,1890,1899,local,True
johnson_island,Johnson Island,2,5,1894,1919,local,True
river_pomeroon,River Pomeroon,1,5,1894,1900,local,True
new_calabar_river,New Calabar River,3,5,1894,1900,local,True
cameroon_mountains,Cameroon Mountains,3,5,1894,1900,local,True
butyrospermum_parkii,Butyrospermum Parkii,3,5,1894,1900,local,False
qua_ibo_river,Qua Ibo River,3,5,1894,1900,local,True
aride,Aride,1,5,1894,1900,local,False
tamaera,Tamaera,2,5,1894,1899,local,False
cockle_islands,Cockle Islands,2,5,1894,1900,local,True
mount_zeehan,Mount Zeehan,1,5,1894,1900,local,True
sharks_bay,Sharks Bay,1,5,1894,1900,local,True
bay_postal,Bay. Postal,1,5,1894,1900,local,True
umhlatusi_river,Umhlatusi River,2,5,1894,1907,local,True
river_juba,River Juba,3,5,1896,1905,local,True
lango,Lango,2,5,1896,1951,local,False
fort_lister,Fort Lister,2,5,1896,1898,local,True
breede_river_valley,Breede River Valley,1,5,1896,1900,local,True
cape_foot,Cape Foot,1,5,1896,1900,local,True
jesse_hill,Jesse Hill,1,5,1896,1900,local,True
transkei_district,Transkei District,1,5,1896,1909,local,True
cape_government_railway,Cape Government Railway,4,5,1896,1900,local,True
apiechow,Apiechow,1,5,1896,1922,local,False
awori_country,Awori Country,1,5,1896,1900,local,False
burram,Burram,1,5,1896,1917,local,False
pallinup,Pallinup,1,5,1896,1917,local,False
tongas,Tongas,2,5,1898,1910,local,False
mandingoese,Mandingoese,2,5,1898,1912,local,False
port_of_walfish_bay,Port of Walfish Bay,1,5,1899,1909,local,True
apleechow,Apleechow,1,5,1899,1923,local,False
natal_zululand_railway,Natal-Zululand Railway,1,5,1899,1907,local,False
lokojia,Lokojia,2,5,1900,1939,trading_partner,True
the_herberton,The Herberton,2,5,1900,1909,local,False
divisional_boards,Divisional Boards,2,5,1900,1963,local,False
baroteland,Baroteland,2,5,1900,1951,local,False
somer_islands,Somer Islands,1,5,1905,1909,local,True
river_estates,River Estates,1,5,1905,1909,local,True
manch,Manch,3,5,1905,1932,local,False
shekiri_country,Shekiri Country,2,5,1905,1909,local,False
awori,Awori,2,5,1905,1909,local,False
ofus_wena_river,Ofus Wena River,2,5,1905,1909,local,True
mangaias,Mangaias,1,5,1905,1922,local,False
lahat_dato,Lahat Dato,1,5,1905,1910,local,False
fort_birch,Fort Birch,1,5,1905,1910,local,True
caledon_river,Caledon River,1,5,1905,1909,local,True
river_sovereignty,River Sovereignty,1,5,1905,1909,local,True
great_divide,Great Divide,2,5,1905,1917,local,False
at_anakie,At Anakie,2,5,1905,1917,local,False
callide,Callide,2,5,1905,1917,local,False
water_boards,Water Boards,2,5,1905,1917,local,False
cook_district,Cook District,3,5,1905,1909,local,True
manneh_river,Manneh River,1,5,1905,1910,local,True
kokotoro,Kokotoro,2,5,1905,1909,local,False
kofuturo,Kofuturo,2,5,1905,1909,local,False
ofuso_river,Ofuso River,2,5,1905,1909,local,True
ogbesi_river,Ogbesi River,2,5,1905,1909,local,True
amurin,Amurin,2,5,1905,1909,local,False
emure_ile,Emure-Ile,2,5,1905,1909,local,False
suada,Suada,2,5,1905,1909,local,False
ipele_iduani,Ipele-Iduani,2,5,1905,1909,local,False
iduani,Iduani,2,5,1905,1909,local,False
ogpe,Ogpe,2,5,1905,1909,local,False
itwa,Itwa,2,5,1905,1909,local,False
ake,Ake,2,5,1905,1909,local,False
ushoka,Ushoka,2,5,1905,1909,local,False
shebe,Shebe,2,5,1905,1909,local,False
yadu,Yadu,2,5,1905,1909,local,False
jattu,Jattu,2,5,1905,1909,local,False
afana,Afana,2,5,1905,1909,local,False
gufu,Gufu,2,5,1905,1909,local,False
fuga,Fuga,2,5,1905,1909,local,False
from_fuga,From Fuga,2,5,1905,1909,local,False
ashuku,Ashuku,2,5,1905,1909,local,False
otaminne,Otaminne,2,5,1905,1910,local,False
azumine,Azumine,2,5,1905,1909,local,False
akpayfe,Akpayfe,2,5,1905,1909,local,False
okwawu,Okwawu,1,5,1905,1907,local,False
sergeant_instructors,Sergeant-Instructors,2,5,1905,1924,local,False
percival_stevens,Percival Stevens,2,5,1905,1919,local,False
sloping_head,Sloping Head,1,5,1905,1909,local,True
cape_peron,Cape Peron,1,5,1905,1909,local,True
peak_head,Peak Head,1,5,1905,1909,local,True
margaret_river,Margaret River,1,5,1905,1909,local,True
lower_jubaland,Lower Jubaland,2,5,1906,1910,local,False
st_joseph_river,St. Joseph River,2,5,1906,1917,local,True
joseph_river,Joseph River,2,5,1906,1917,local,True
north_eastern_division,North-Eastern Division,2,5,1906,1940,local,False
bijouter_island,Bijouter Island,1,5,1906,1965,local,True
barracoonda,Barracoonda,2,5,1906,1932,local,False
modder_river,Modder River,1,5,1906,1907,local,True
port_hedland,Port Hedland,1,5,1906,1917,local,True
principal_lighthouse_keeper,Principal Lighthouse Keeper,2,5,1907,1921,local,False
legal_departments,Legal Departments,4,5,1907,1921,local,False
ankobra_river,Ankobra River,2,5,1908,1913,local,True
outlying_islands,Outlying Islands,1,5,1908,1928,local,True
nabotsibeni,Nabotsibeni,1,5,1908,1917,local,False
jokovu_dhlamini,Jokovu Dhlamini,1,5,1908,1917,local,False
makambane_fakude,Makambane Fakude,1,5,1908,1917,local,False
tikuba_dhlamini,Tikuba Dhlamini,1,5,1908,1917,local,False
lower_district,Lower District,1,5,1909,1912,local,True
bremerdorp,Bremerdorp,1,5,1909,1927,local,False
shortland_islands,Shortland Islands,2,5,1909,1914,local,True
the_fulani,The Fulani,2,5,1910,1914,local,False
port_of_lagos,Port of Lagos,2,5,1910,1914,local,True
ikirun,Ikirun,2,5,1910,1914,local,False
ede,Ede,2,5,1910,1914,local,False
jebba_island,Jebba Island,2,5,1910,1914,local,True
kwa_ibo_river,Kwa-Ibo River,2,5,1910,1914,local,True
river_enyong,River Enyong,2,5,1910,1914,local,True
anambra_river,Anambra River,2,5,1910,1914,trading_partner,True
river_calabar,River. Calabar,2,5,1910,1914,trading_partner,True
benin_district,Benin District,3,5,1911,1928,local,True
yass_canberra,Yass-Canberra,2,5,1912,1917,local,True
government_pilot,Government Pilot,2,5,1912,1937,local,False
class_compositor,Class Compositor,2,5,1912,1915,local,False
second_engineer,Second Engineer,3,5,1912,1932,local,False
river_steamers,River Steamers,1,5,1912,1940,trading_partner,True
port_of_kingston,Port of Kingston,1,5,1912,1955,local,True
military_department,Military Department,4,5,1912,1939,local,False
boehmher,Boehmher,2,5,1912,1924,local,False
ceylon_straits,Ceylon Straits,1,5,1914,1920,local,True
gishu,Gishu,2,5,1914,1951,local,False
virgin,Virgin,2,5,1914,1951,local,False
malutis,Malutis,1,5,1917,1923,local,False
half_castes,Half-Castes,1,5,1917,1921,local,False
upper_perak_district,Upper Perak District,2,5,1918,1936,local,True
niue_island,Niue Island,2,5,1918,1924,local,True
lake_albert_marine,Lake Albert Marine,1,5,1918,1930,local,True
putatan,Putatan,2,5,1919,1927,local,False
maseru_district,Maseru District,1,5,1920,1922,local,True
assistan,Assistan,2,5,1920,1924,local,False
pleasant_island,Pleasant Island,3,5,1920,1925,local,True
mount_kilimanjaro,Mount Kilimanjaro,2,5,1920,1951,local,True
the_masai,The Masai,2,5,1920,1951,local,False
river_mavumba,River Mavumba,2,5,1921,1925,local,True
kamasia,Kamasia,1,5,1922,1924,local,False
lindi_district,Lindi District,3,5,1922,1932,local,True
express,Express,3,5,1923,1929,local,False
metawileh,Metawileh,1,5,1924,1931,local,False
the_barotse_district,The Barotse District,1,5,1925,1930,local,True
buna,Buna,1,5,1925,1934,local,False
madang,Madang,1,5,1925,1925,local,False
admiralty_islands,Admiralty Islands,2,5,1925,1939,local,True
vostok_island,Vostok Island,2,5,1927,1957,local,True
bwana_mkubwa,Bwana Mkubwa,1,5,1927,1934,local,False
at_turks_island,At Turks Island,1,5,1927,1931,local,True
degree,Degree,3,5,1930,1965,local,False
hamburg_bremer,Hamburg Bremer,1,5,1930,1934,local,False
afrika_linie,Afrika Linie,1,5,1930,1934,local,False
wright_hill,Wright Hill,1,5,1930,1934,local,True
inga,Inga,1,5,1931,1937,local,False
belait_district,Belait District,1,5,1932,1937,local,True
scandinavia,Scandinavia,3,5,1932,1951,local,True
port_matters,Port Matters,1,5,1932,1937,local,True
ain_fawar,Ain Fawar,1,5,1932,1937,local,False
lowest,Lowest,2,5,1932,1937,local,False
the_telephone_exchange,The Telephone Exchange,2,5,1932,1940,local,False
straits_settlements_government,Straits Settlements Government,2,5,1932,1940,local,False
port_of_registry,Port of Registry,1,5,1933,1939,trading_partner,True
western_canada,Western Canada,1,5,1933,1939,trading_partner,True
qadis,Qadis,1,5,1933,1937,local,True
meteorological_station,Meteorological Station,4,5,1933,1939,local,False
wenchi_district,Wenchi District,1,5,1933,1940,local,True
ellice_islands_district,Ellice Islands District,4,5,1934,1950,local,True
beruwala,Beruwala,1,5,1936,1946,local,False
hatton_dikoya,Hatton-Dikoya,1,5,1936,1946,local,False
mount_levine,Mount Levine,3,5,1936,1940,local,True
washington_island,Washington Island,2,5,1936,1946,local,True
to_west_india_islands,To West India Islands,1,5,1937,1948,local,True
hatchet_bay,Hatchet Bay,1,5,1939,1946,local,True
ahanta_nzima,Ahanta-Nzima,2,5,1940,1950,local,False
akwapim_new_juaben,Akwapim-New Juaben,2,5,1940,1950,local,False
port_manager,Port Manager,3,5,1940,1966,local,True
aden_peninsula,Aden Peninsula,1,5,1946,1951,local,True
ras_dhurbat_ali,Ras Dhurbat Ali,1,5,1946,1951,local,False
jol,Jol,1,5,1946,1951,local,False
mt_hillaby,Mt. Hillaby,1,5,1946,1951,local,True
last,Last,2,5,1946,1951,local,False
store_hill,Store Hill,2,5,1946,1951,local,True
orinoco_river,Orinoco River,1,5,1946,1951,local,True
international_boundary_commission,International Boundary Commission,1,5,1946,1951,local,False
the_falls,The Falls,1,5,1946,1951,local,True
the_courantyne_river,The Courantyne River,1,5,1946,1951,local,True
hosororo_hill,Hosororo Hill,1,5,1946,1951,local,True
quintana_roo,Quintana Roo,1,5,1946,1953,local,True
river_south_east,River South East,1,5,1946,1951,local,True
mpulungu_harbour,Mpulungu Harbour,1,5,1946,1951,local,True
maforki,Maforki,1,5,1946,1951,local,False
mano_sakrim_chiefdoms,Mano Sakrim Chiefdoms,1,5,1946,1951,local,False
the_freetown_city,The Freetown City,1,5,1946,1951,local,False
rural_areas_council,Rural Areas Council,1,5,1946,1951,local,False
the_sherbro_judicial_district,The Sherbro Judicial District,1,5,1946,1951,local,True
bonthe_district,Bonthe District,1,5,1946,1951,local,True
sherbro_judicial_district,Sherbro Judicial District,1,5,1946,1951,local,True
the_great_scarcies_river,The Great Scarcies River,1,5,1946,1951,local,True
ribbi_river,Ribbi River,1,5,1946,1951,local,True
bumpe_river,Bumpe River,1,5,1946,1951,local,True
kagboro_river,Kagboro River,1,5,1946,1951,local,True
yukuli_river,Yukuli River,1,5,1946,1951,local,True
bagru_river,Bagru River,1,5,1946,1951,local,True
jong_river,Jong River,1,5,1946,1951,local,True
kionga,Kionga,2,5,1946,1951,local,False
kalambo_river,Kalambo River,2,5,1946,1951,local,True
songwe_river,Songwe River,2,5,1946,1951,local,True
st_joseph_junction,St. Joseph Junction,2,5,1946,1951,local,True
the_caparo_valley,The Caparo Valley,2,5,1946,1951,local,True
sio,Sio,2,5,1946,1951,local,False
river_semliki,River Semliki,2,5,1946,1951,local,True
old_kampala_hill,Old Kampala Hill,2,5,1946,1951,local,True
madi,Madi,2,5,1946,1951,local,False
races,Races,2,5,1948,1953,local,False
river_thames,River Thames,2,5,1948,1951,local,True
bay_also,Bay. Also,1,5,1948,1952,local,True
the_consular_district,The Consular District,1,5,1948,1951,local,True
port_facilities,Port Facilities,2,5,1948,1952,local,True
paphos_district,Paphos District,1,5,1949,1954,local,True
from_singapore_island,From Singapore Island,3,5,1949,1951,local,True
kelabit,Kelabit,1,5,1949,1963,local,False
bay_airport,Bay Airport,2,5,1952,1961,local,True
la_digue_island,La Digue Island,1,5,1952,1957,local,True
out_patient_department,Out-Patient Department,1,5,1953,1957,local,False
infirmary,Infirmary,1,5,1953,1957,local,False
bacteriological_laboratories,Bacteriological Laboratories,1,5,1953,1957,local,False
new_schools,New Schools,1,5,1953,1957,local,False
new_hospitals,New Hospitals,1,5,1953,1957,local,False
mount_tamana,Mount Tamana,1,5,1953,1957,local,True
mount_debasien,Mount Debasien,2,5,1953,1961,local,True
mtondoo,Mtondoo,1,5,1953,1960,local,False
hamilton_harbour,Hamilton Harbour,1,5,1954,1959,local,True
betting,Betting,1,5,1954,1958,local,False
teita_hills,Teita Hills,1,5,1954,1959,local,True
indigenous,Indigenous,2,5,1954,1963,local,False
urban_water_supplies,Urban Water Supplies,3,5,1954,1959,local,False
mtondo,Mtondo,1,5,1954,1963,local,False
special_interest,Special Interest,2,5,1954,1958,local,False
san_jos,San Jos,1,5,1955,1966,local,True
guma_valley_hydro,Guma Valley Hydro,1,5,1955,1959,local,False
the_caicos_islands,The Caicos Islands,1,5,1955,1966,local,True
bay_training_centre,Bay Training Centre,2,5,1956,1960,local,True
local_tax,Local Tax,1,5,1956,1960,local,False
the_plans,The Plans,1,5,1956,1960,local,False
panda_hill,Panda Hill,1,5,1956,1961,local,True
mwembelado_maternity_home,Mwembelado Maternity Home,1,5,1956,1960,local,False
deep_water_harbour,Deep Water Harbour,2,5,1957,1966,local,True
port_development_scheme,Port Development Scheme,1,5,1957,1961,local,True
port_the_railways_administration,Port. The Railways Administration,2,5,1958,1962,local,True
the_assisted,The Assisted,1,5,1958,1963,local,False
stems_duty,Stems Duty,1,5,1959,1963,local,False
sandilands_mental_hospital,Sandilands Mental Hospital,2,5,1960,1964,local,False
adelaide_island,Adelaide Island,2,5,1960,1965,local,True
beau_bassin_rose_hill,Beau Bassin-Rose Hill,1,5,1960,1965,local,True
first_national_city,First National City,1,5,1962,1966,local,False
chase_manhattan_bank,Chase Manhattan Bank,1,5,1962,1966,local,False
rotuman_council,Rotuman Council,2,5,1962,1966,local,False
the_ngwenyama,The Ngwenyama,1,5,1962,1966,local,False
swazi_nation,Swazi Nation,1,5,1962,1966,local,False
st_vincent_grenadines,St. Vincent Grenadines,1,5,1963,1966,local,True
freeport,Freeport,1,5,1966,1966,local,False
manaar,Manaar,1,4,1867,1910,local,False
bengalees,Bengalees,1,4,1867,1880,local,False
foundation,Foundation,1,4,1867,1880,local,False
barbados_bay,Barbados Bay,3,4,1867,1886,local,True
nonconformists,Nonconformists,1,4,1877,1880,local,False
river_honduras,River Honduras,2,4,1877,1880,local,True
increase,Increase,2,4,1877,1936,local,False
palmer_river,Palmer River,1,4,1877,1880,local,True
endeavour_river,Endeavour River,1,4,1877,1880,local,True
hodgkinson_river,Hodgkinson River,1,4,1877,1880,local,True
port_wallaroo,Port Wallaroo,1,4,1877,1883,local,True
vera,Vera,3,4,1877,1936,local,True
mount_lofty_ranges,Mount Lofty Ranges,1,4,1878,1883,local,True
port_robe,Port Robe,1,4,1878,1883,local,True
port_caroline,Port Caroline,1,4,1878,1883,local,True
saint_george_ord,Saint George Ord,2,4,1878,1883,local,True
limpopo_river,Limpopo River,3,4,1878,1883,local,True
hooge_veldt,Hooge Veldt,3,4,1878,1883,local,False
houtbosch,Houtbosch,3,4,1878,1883,local,False
south_pretoria,South Pretoria,3,4,1878,1883,local,False
middelberg,Middelberg,3,4,1878,1883,local,False
wakkerstroom,Wakkerstroom,3,4,1878,1883,local,False
north_pretoria,North Pretoria,3,4,1878,1883,local,False
buffelspoort_farm,Buffelspoort Farm,3,4,1878,1883,local,False
crocodile,Crocodile,3,4,1878,1883,local,False
komati_rivers,Komati Rivers,3,4,1878,1883,local,False
schoenspruit,Schoenspruit,3,4,1878,1883,local,False
marabastad,Marabastad,3,4,1878,1883,local,False
old_harbour,Old Harbour,1,4,1879,1946,local,True
south_islands,South Islands,1,4,1879,1886,local,True
far,Far,1,4,1883,1890,local,False
cape_dropano,Cape Dropano,1,4,1883,1899,local,True
ingogo_river,Ingogo River,2,4,1883,1908,local,True
majuba_mountain,Majuba Mountain,2,4,1883,1908,local,True
st_albans,St. Albans,1,4,1883,1889,local,True
albury,Albury,2,4,1883,1906,local,False
port_alfred_harbour,Port Alfred Harbour,1,4,1888,1890,local,True
st_marks,St. Marks,2,4,1888,1898,local,True
beech,Beech,1,4,1888,1900,local,False
maryboro,Maryboro,1,4,1888,1896,local,False
approximate,Approximate,4,4,1888,1948,local,False
barolong,Barolong,2,4,1889,1966,local,False
sechele,Sechele,1,4,1889,1894,local,False
sudest_island,Sudest Island,1,4,1889,1900,local,True
lying,Lying,1,4,1889,1900,local,False
hofia,Hofia,1,4,1889,1913,local,False
comoro_islands,Comoro Islands,1,4,1889,1896,local,True
bass_straits,Bass Straits,2,4,1889,1908,local,True
silam,Silam,3,4,1890,1898,local,False
gam,Gam,1,4,1890,1900,local,False
morphon,Morphon,1,4,1890,1939,local,True
coral_island,Coral Island,3,4,1890,1950,local,True
coburg_peninsula,Coburg Peninsula,1,4,1890,1897,local,True
sefwihi,Sefwihi,3,4,1890,1906,local,False
port_durnford,Port Durnford,1,4,1890,1898,local,True
the_fly_river,The Fly River,1,4,1894,1898,local,True
san_francisco_mail_service,San Francisco Mail Service,1,4,1894,1900,local,True
clarence_heads,Clarence Heads,1,4,1894,1900,local,True
elaeis_guineensis,Elaeis Guineensis,2,4,1894,1900,local,False
ikonotu_creek,Ikonotu Creek,2,4,1894,1898,local,True
mandingoos,Mandingoos,3,4,1894,1918,local,False
sefwhi,Sefwhi,2,4,1894,1907,local,False
edjumako,Edjumako,2,4,1894,1899,local,False
middle_niger,Middle Niger,3,4,1894,1900,local,False
international_commission,International Commission,3,4,1894,1966,local,False
marshall_islands,Marshall Islands,1,4,1894,1900,local,True
vrijheid_district,Vrijheid District,1,4,1894,1898,local,True
usibebu,Usibebu,1,4,1894,1898,local,False
paimumu_river,Paimumu River,1,4,1896,1900,local,True
river_maputo,River Maputo,3,4,1896,1910,local,True
massi,Massi,3,4,1896,1930,local,False
lake_chilwa,Lake Chilwa,3,4,1896,1905,local,True
river_aroangwa,River Aroangwa,3,4,1896,1905,local,True
river_considerable,River. Considerable,3,4,1896,1900,local,True
port_of_walvisch_bay,Port of Walvisch Bay,1,4,1896,1908,local,True
walvisch_bay,Walvisch Bay,1,4,1896,1908,local,True
shade,Shade,2,4,1896,1925,local,False
river_francis_augustus,"River
Francis Augustus",1,4,1896,1900,local,True
mount_grainger,Mount Grainger,1,4,1896,1917,local,True
franklin_harbour,Franklin Harbour,1,4,1896,1917,local,True
crocodile_river,Crocodile River,2,4,1897,1900,local,True
gami,Gami,2,4,1897,1900,local,False
fort_hill,Fort Hill,2,4,1897,1905,local,True
walvis_bay,Walvis Bay,1,4,1897,1905,local,True
lutherans,Lutherans,1,4,1897,1908,local,False
wollongong,Wollongong,1,4,1897,1917,local,False
mount_granger,Mount Granger,1,4,1897,1907,local,True
kwita,Kwita,2,4,1897,1906,local,False
kotoum,Kotoum,2,4,1897,1906,local,True
stirling_range,Stirling Range,1,4,1897,1900,local,False
ubombo_district,Ubombo District,2,4,1897,1927,local,True
river_pongola,River Pongola,2,4,1898,1907,local,True
river_maputa,River Maputa,2,4,1898,1907,local,True
great_harbour,Great Harbour,1,4,1898,1906,local,True
marsamuscetto_harbour,Marsamuscetto Harbour,1,4,1898,1906,local,True
suburbs,Suburbs,1,4,1898,1922,local,False
norfolk_islands,Norfolk Islands,2,4,1898,1906,local,True
awusa,Awusa,3,4,1899,1933,local,False
foroados,Foroados,2,4,1899,1906,local,False
umtamvuna_river,Umtamvuna River,1,4,1899,1910,local,True
earl_beauchamp,Earl Beauchamp,1,4,1899,1917,local,False
fremantle_district,Fremantle District,1,4,1899,1907,local,True
ronietta_district,Ronietta District,1,4,1900,1930,local,True
diep_river,Diep River,1,4,1905,1908,local,True
cape_government_railway_department,Cape Government Railway Department,1,4,1905,1908,local,True
bay_two,Bay. Two,1,4,1905,1908,local,True
st_helens,St. Helens,4,4,1905,1917,local,True
river_colony_government,River Colony Government,2,4,1905,1909,local,True
expert_adviser,Expert Adviser,4,4,1905,1921,local,False
ayesan,Ayesan,3,4,1905,1940,local,False
paraku,Paraku,1,4,1905,1909,local,False
the_foulahs,The Foulahs,1,4,1905,1908,local,False
loengi_river,Loengi River,1,4,1905,1906,local,True
bandajuma_district,Bandajuma District,1,4,1905,1908,local,True
opofanga,Opofanga,1,4,1905,1909,local,False
ofuso_wena_river,Ofuso-Wena River,1,4,1905,1909,local,True
abere,Abere,2,4,1905,1909,local,False
egpeni,Egpeni,2,4,1905,1908,local,False
orea,Orea,2,4,1905,1908,local,True
yaiya,Yaiya,2,4,1905,1908,local,False
idogun,Idogun,1,4,1905,1909,local,False
prampram,Prampram,2,4,1905,1912,local,False
wesley,Wesley,2,4,1905,1924,local,False
ghizo,Ghizo,2,4,1905,1908,local,True
south_masailand,South Masailand,2,4,1906,1909,local,False
north_masailand,North Masailand,2,4,1906,1909,local,False
karungu,Karungu,2,4,1906,1909,local,False
calypso,Calypso,1,4,1906,1909,local,False
latona,Latona,1,4,1906,1909,local,False
sappho,Sappho,1,4,1906,1909,local,False
fort_amherst,Fort Amherst,1,4,1906,1909,local,True
rakanga,Rakanga,1,4,1906,1917,local,False
mid_vaal_river,Mid Vaal River,1,4,1906,1909,local,True
owena_river,Owena River,2,4,1906,1909,local,True
aushi,Aushi,2,4,1906,1909,local,False
goronu,Goronu,2,4,1906,1909,local,False
osse,Osse,2,4,1906,1909,local,False
two_second_class,Two Second Class,2,4,1906,1915,local,False
molder_river,Molder River,1,4,1906,1908,local,True
estimator,Estimator,3,4,1906,1924,local,False
relieving_district,Relieving District,3,4,1907,1909,local,True
st_john_branch,St. John Branch,4,4,1907,1923,local,True
donald_kingdon,Donald Kingdon,2,4,1908,1912,local,False
malunge_dhlamini,Malunge Dhlamini,1,4,1908,1911,local,False
zombodi,Zombodi,1,4,1908,1917,local,False
hoho_district,Hoho District,2,4,1908,1910,local,True
boddam_whetham,Boddam-Whetham,2,4,1909,1912,local,False
gealekaland,Gealekaland,2,4,1909,1915,local,False
la_plaine,La Plaine,2,4,1909,1929,local,True
suffolk_regt,Suffolk Regt,3,4,1909,1921,local,False
as_papua,As Papua,1,4,1909,1917,local,False
virgin_island,Virgin Island,3,4,1909,1949,local,True
peter_island,Peter Island,3,4,1909,1946,local,True
ila,Ila,2,4,1910,1914,local,False
kwahu_district,Kwahu District,2,4,1910,1913,local,True
badagri_district,Badagri District,2,4,1911,1914,local,True
anna_regina_district,Anna Regina District,1,4,1912,1925,local,True
hall_district,Hall District,1,4,1912,1925,local,True
cotton_tree_district,Cotton Tree District,1,4,1912,1925,local,True
suddie_district,Suddie District,1,4,1912,1925,local,True
plaisance_district,Plaisance District,1,4,1912,1925,local,True
belle_vue_district,Belle Vue District,1,4,1912,1925,local,True
leonora_district,Leonora District,1,4,1912,1925,local,True
skeldon_district,Skeldon District,1,4,1912,1925,local,True
mara_district,Mara District,1,4,1912,1925,local,True
holy_trinity,Holy Trinity,2,4,1912,1948,local,False
lake_superior_junction,Lake Superior Junction,2,4,1912,1914,local,True
treasury_branch,Treasury Branch,2,4,1912,1925,local,False
tucker,Tucker,2,4,1912,1936,local,False
enclave,Enclave,1,4,1912,1915,local,False
anocobra_river,Anocobra River,2,4,1914,1920,local,True
adam_smith,Adam Smith,2,4,1914,1919,local,False
secondee_dixcove,Secondee-Dixcove,2,4,1915,1924,local,False
chru_river,Chru River,2,4,1915,1919,local,True
heureux,Heureux,3,4,1915,1924,local,False
edmonton,Edmonton,2,4,1917,1922,local,False
chuka,Chuka,1,4,1917,1920,local,True
wiltshire_regt,Wiltshire Regt,3,4,1917,1921,local,False
by_decades,By Decades,2,4,1917,1922,local,False
akwanu,Akwanu,2,4,1917,1932,local,False
road_head,Road Head,2,4,1917,1918,local,True
timbang_batu,Timbang Batu,1,4,1918,1921,local,False
sipitong,Sipitong,1,4,1918,1921,local,False
decem,Decem,4,4,1919,1957,local,True
edwin_taylor,Edwin Taylor,2,4,1920,1929,local,False
la_blache,La Blache,1,4,1920,1922,local,False
brux,Brux,2,4,1920,1934,local,False
fiennes_institute,Fiennes Institute,1,4,1920,1952,local,False
farquhar_islands,Farquhar Islands,1,4,1921,1924,local,True
sulaimaniyah,Sulaimaniyah,2,4,1921,1927,local,False
allied_societies,Allied Societies,2,4,1921,1925,local,False
cape_coast_district,Cape Coast District,2,4,1922,1925,local,True
nyika_reserve,Nyika Reserve,1,4,1922,1924,local,False
military_control,Military Control,2,4,1922,1925,local,False
clas,Clas,2,4,1922,1936,local,False
howland_islands,Howland Islands,3,4,1922,1934,local,True
mail_companies,Mail Companies,1,4,1923,1927,local,False
pacific_railway_co,Pacific Railway Co,1,4,1923,1927,local,False
cockscob_mountains,Cockscob Mountains,1,4,1923,1927,local,True
diyalawala,Diyalawala,1,4,1923,1936,local,False
commerciale,Commerciale,2,4,1923,1927,local,False
ouest_africain,Ouest Africain,2,4,1923,1927,local,False
krohn_line,Krohn Line,2,4,1923,1927,local,False
gothenburg,Gothenburg,2,4,1923,1927,local,False
christiania,Christiania,2,4,1923,1927,local,False
the_anglo_guinea,The Anglo-Guinea,2,4,1923,1927,local,False
the_cameroon_oil_river,The Cameroon-Oil River,2,4,1923,1927,local,True
lagos_service,Lagos Service,2,4,1923,1927,local,False
