Colony: Sierra Leone
Year: 1921
Section: Revenue.
Type: statistics
---
Revenue.

| Expenditure |
|-------------|
| 1910-11 | 30,862l. |
| 1911-12 | 32,572l. |
| 1912-13 | 29,913l. |
| 1913-14 | 29,646l. |
| 1914-15 | 23,841l. |
| 1915-16 | 29,270l. |
| 1916-17 | 40,400l. |
| 1917-18 | 42,000l. |
| 1918-19 | 54,497l. |
| 1919-20 | 81,869l. |
